CGPA,Semester,Faculty,Failed_Subjects,Attendance_Percentage,Study_Hours,Assignment_Submission,Lecture_Participation,Lab_Participation,Academic_Guidance,LMS_Logins,LMS_Hours,Class_Attendance_Range,Online_Resources_Use,Group_Contribution,Motivation_Phase1,Stress_Phase1,Sleep_Hours_Phase1,Confidence_Phase1,Social_Phase1,Relaxation_Phase1,Workload_Phase1,Motivation_Phase2,Stress_Phase2,Sleep_Hours_Phase2,Confidence_Phase2,Social_Phase2,Relaxation_Phase2,Workload_Phase2,Motivation_Phase3,Stress_Phase3,Sleep_Hours_Phase3,Confidence_Phase3,Social_Phase3,Relaxation_Phase3,Workload_Phase3,Motivation_Phase4,Stress_Phase4,Sleep_Hours_Phase4,Confidence_Phase4,Social_Phase4,Relaxation_Phase4,Workload_Phase4,Age,Gender,Part_Time_Job,Travel_Time,Family_Support,Living_Arrangement,Considered_Dropout,Challenges,Enrollment_Status
3.08,8th Semester,Business,4,7,6-10 hours,26-50%,5,4,Rarely,0-2 times,6-8 hours,0-25%,Sometimes,1,2,5,8-9 hours,5,1,9-12 hours,2,5,2,More than 9 hours,3,3,3-5 hours,3,2,5,8-9 hours,2,3,9-12 hours,3,4,4,8-9 hours,5,3,More than 12 hours,4,22,Male,Yes,16-30 minutes,2,Hostel,No,Lack of proper academic guidance,Graduated
2.6,6th Semester,Engineering,2,4,11-15 hours,26-50%,3,1,Rarely,9-12 times,0-2 hours,0-25%,Often,4,3,4,4-5 hours,2,3,More than 12 hours,3,3,3,0-3 hours,4,1,0-2 hours,2,2,4,6-7 hours,4,2,6-8 hours,3,1,5,6-7 hours,1,2,3-5 hours,3,23,Male,No,16-30 minutes,1,With family,Yes,"Lack of proper academic guidance, Poor time management",Dropped Out
1.79,1st Semester,Humanities & Sciences,5 or more,2,0-5 hours,0-25%,4,4,Not at all,6-8 times,0-2 hours,0-25%,Sometimes,4,3,4,8-9 hours,4,2,3-5 hours,4,1,2,4-5 hours,3,3,More than 12 hours,4,1,1,6-7 hours,4,5,3-5 hours,5,4,2,6-7 hours,1,3,6-8 hours,3,23,Male,Yes,31-60 minutes,3,Hostel,Yes,"Lack of proper academic guidance, Poor time management",Dropped Out
2.1,6th Semester,Business,0,3,0-5 hours,76-100%,2,5,Not at all,9-12 times,More than 12 hours,51-75%,Sometimes,5,1,4,More than 9 hours,5,1,9-12 hours,2,4,3,More than 9 hours,4,4,3-5 hours,2,5,4,More than 9 hours,4,3,6-8 hours,4,1,2,4-5 hours,5,1,0-2 hours,2,22,Male,Yes,31-60 minutes,3,Hostel,No,Mental stress / burnout,Graduated
2.62,3rd Semester,Engineering,1,0,6-10 hours,51-75%,5,4,Not at all,6-8 times,3-5 hours,0-25%,Often,2,3,1,6-7 hours,3,4,0-2 hours,4,5,3,8-9 hours,4,2,0-2 hours,2,3,4,4-5 hours,4,1,9-12 hours,4,3,4,8-9 hours,3,2,6-8 hours,4,23,Male,No,31-60 minutes,5,With family,Yes,"Lack of proper academic guidance, Personal/family issues, Poor time management",Dropped Out
1.63,2nd Semester,Business,1,7,6-10 hours,76-100%,1,2,Rarely,3-5 times,9-12 hours,26-50%,Sometimes,1,3,4,More than 9 hours,1,5,3-5 hours,3,3,5,8-9 hours,1,4,0-2 hours,2,4,4,6-7 hours,3,5,3-5 hours,4,2,3,4-5 hours,2,2,More than 12 hours,5,23,Male,Yes,61-90 minutes,2,Hostel,Yes,"Lack of proper academic guidance, Personal/family issues, Poor time management",Dropped Out
1.17,4th Semester,Business,1,0,16-20 hours,51-75%,1,4,Not at all,3-5 times,9-12 hours,0-25%,Sometimes,4,3,4,8-9 hours,2,3,6-8 hours,2,2,4,4-5 hours,3,4,0-2 hours,5,5,5,6-7 hours,3,4,0-2 hours,2,2,4,6-7 hours,1,3,0-2 hours,5,22,Female,Yes,16-30 minutes,3,With family,Yes,"Difficulty choosing subjects, Personal/family issues, Poor time management",Dropped Out
2.99,8th Semester,Business,1,10,More than 20 hours,0-25%,3,2,"Yes, frequently",0-2 times,0-2 hours,26-50%,Rarely,4,2,2,0-3 hours,4,3,0-2 hours,2,2,5,6-7 hours,3,4,9-12 hours,4,3,3,More than 9 hours,1,3,0-2 hours,3,5,1,4-5 hours,5,1,6-8 hours,5,32,Male,Yes,0-15 minutes,4,With family,No,Lack of proper academic guidance,Graduated
1.6,6th Semester,Architecture,4,6,6-10 hours,0-25%,3,1,Rarely,6-8 times,6-8 hours,0-25%,Rarely,5,3,5,8-9 hours,1,4,6-8 hours,4,3,5,6-7 hours,5,2,9-12 hours,3,4,5,8-9 hours,1,3,3-5 hours,5,5,5,6-7 hours,3,3,6-8 hours,3,22,Female,No,More than 90 minutes,4,Hostel,Yes,"Difficulty choosing subjects, Mental stress / burnout, Poor time management",Dropped Out
2.51,2nd Semester,Business,0,6,11-15 hours,26-50%,5,3,Not at all,3-5 times,3-5 hours,76-100%,Sometimes,2,4,3,8-9 hours,1,5,9-12 hours,5,2,4,0-3 hours,5,2,6-8 hours,1,4,1,More than 9 hours,5,5,More than 12 hours,3,3,3,4-5 hours,5,3,3-5 hours,2,25,Male,Yes,More than 90 minutes,5,Shared apartment,No,Lack of proper academic guidance,Studying
1.68,1st Semester,Law,2,6,More than 20 hours,26-50%,1,5,Rarely,3-5 times,9-12 hours,0-25%,Sometimes,2,2,4,More than 9 hours,2,4,9-12 hours,4,1,2,8-9 hours,1,2,6-8 hours,1,4,4,6-7 hours,1,1,6-8 hours,5,1,4,8-9 hours,2,5,3-5 hours,4,22,Female,Yes,31-60 minutes,4,Shared apartment,Yes,"Financial problems, Mental stress / burnout, Personal/family issues, Poor time management",Dropped Out
1.04,4th Semester,Engineering,3,5,0-5 hours,0-25%,4,2,Not at all,0-2 times,More than 12 hours,0-25%,Sometimes,2,3,5,8-9 hours,1,5,3-5 hours,5,4,4,6-7 hours,4,3,3-5 hours,5,5,1,6-7 hours,3,2,3-5 hours,5,4,4,0-3 hours,4,1,More than 12 hours,4,22,Male,Yes,16-30 minutes,3,With family,Yes,"Difficulty understanding lectures, Financial problems, Personal/family issues",Dropped Out
3.99,8th Semester,Business,2,9,11-15 hours,0-25%,1,4,"Yes, frequently",0-2 times,6-8 hours,0-25%,Sometimes,1,2,3,8-9 hours,1,3,6-8 hours,5,2,3,8-9 hours,1,5,More than 12 hours,1,5,4,8-9 hours,5,4,More than 12 hours,2,3,1,6-7 hours,3,3,9-12 hours,1,22,Female,No,16-30 minutes,1,Hostel,No,Financial problems,Graduated
2.95,3rd Semester,Hospitality & Culinary,4,4,6-10 hours,0-25%,1,1,Rarely,0-2 times,0-2 hours,76-100%,Very Often,5,4,4,6-7 hours,4,5,More than 12 hours,5,5,4,6-7 hours,3,4,6-8 hours,4,5,3,8-9 hours,3,2,0-2 hours,5,3,4,6-7 hours,4,4,0-2 hours,4,25,Female,Yes,16-30 minutes,3,Shared apartment,Yes,"Difficulty understanding lectures, Poor time management",Dropped Out
2.17,3rd Semester,Hospitality & Culinary,2,2,16-20 hours,26-50%,1,2,Not at all,0-2 times,More than 12 hours,26-50%,Very Often,4,5,5,More than 9 hours,3,3,0-2 hours,3,2,3,4-5 hours,2,3,0-2 hours,3,3,2,8-9 hours,1,2,0-2 hours,3,2,4,4-5 hours,2,5,3-5 hours,5,25,Female,Yes,61-90 minutes,3,Shared apartment,Yes,"Difficulty understanding lectures, Poor time management",Dropped Out
1.27,5th Semester,Business,3,1,More than 20 hours,76-100%,4,2,"Yes, occasionally",9-12 times,0-2 hours,26-50%,Very Often,2,2,3,6-7 hours,1,2,6-8 hours,3,5,5,8-9 hours,3,3,6-8 hours,4,1,2,0-3 hours,4,4,6-8 hours,3,2,2,6-7 hours,2,3,More than 12 hours,5,22,Female,No,0-15 minutes,3,Shared apartment,Yes,"Lack of proper academic guidance, Lack of study resources, Poor time management",Dropped Out
3.15,6th Semester,Humanities & Sciences,0,7,11-15 hours,76-100%,4,3,"Yes, occasionally",6-8 times,3-5 hours,76-100%,Very Often,4,4,3,8-9 hours,4,4,3-5 hours,3,3,4,6-7 hours,3,3,3-5 hours,4,3,4,6-7 hours,3,3,0-2 hours,4,2,5,4-5 hours,2,2,0-2 hours,5,33,Female,Yes,31-60 minutes,3,With family,Yes,Personal/family issues; Mental stress / burnout,Dropped Out
3.21,8th Semester,Business,4,7,6-10 hours,26-50%,5,4,Rarely,0-2 times,6-8 hours,0-25%,Sometimes,1,2,5,8-9 hours,5,1,9-12 hours,2,5,2,More than 9 hours,3,3,3-5 hours,3,2,5,8-9 hours,2,3,9-12 hours,3,4,4,8-9 hours,5,3,More than 12 hours,4,22,Male,Yes,16-30 minutes,2,Hostel,No,Lack of proper academic guidance,Graduated
3.71,2nd Semester,Business,5 or more,7,6-10 hours,76-100%,1,2,Rarely,6-8 times,6-8 hours,26-50%,Rarely,2,5,5,4-5 hours,4,2,6-8 hours,3,3,5,0-3 hours,4,5,0-2 hours,1,4,5,More than 9 hours,4,1,More than 12 hours,3,1,2,More than 9 hours,4,2,6-8 hours,3,24,Male,Yes,More than 90 minutes,3,Alone,No,Mental stress / burnout,Studying
3.72,8th Semester,Engineering,1,8,11-15 hours,76-100%,5,4,"Yes, frequently",6-8 times,6-8 hours,51-75%,Often,5,4,4,6-7 hours,3,3,9-12 hours,5,5,4,6-7 hours,3,4,6-8 hours,5,3,4,6-7 hours,3,5,6-8 hours,4,2,3,8-9 hours,4,5,6-8 hours,3,24,Male,No,16-30 minutes,5,Shared apartment,No,Poor time management,Graduated
2.05,8th Semester,Architecture,4,1,11-15 hours,0-25%,5,3,Not at all,0-2 times,9-12 hours,51-75%,Often,5,4,2,0-3 hours,5,1,0-2 hours,2,4,3,0-3 hours,2,5,0-2 hours,1,3,2,0-3 hours,3,3,0-2 hours,2,4,1,6-7 hours,1,4,0-2 hours,2,27,Female,No,61-90 minutes,3,With family,No,Poor time management,Graduated
3.27,6th Semester,Technology,1,2,0-5 hours,76-100%,1,3,"Yes, occasionally",3-5 times,3-5 hours,26-50%,Often,5,3,4,6-7 hours,4,3,6-8 hours,3,3,4,6-7 hours,4,3,6-8 hours,3,3,4,6-7 hours,4,3,6-8 hours,4,4,4,6-7 hours,4,4,3-5 hours,4,25,Male,No,16-30 minutes,5,Hostel,Yes,"Lack of proper academic guidance, Mental stress / burnout, Financial problems, Poor time management, Difficulty understanding lectures, Personal/family issues",Studying
2.1,7th Semester,Engineering,3,9,11-15 hours,26-50%,2,5,Rarely,3-5 times,6-8 hours,0-25%,Sometimes,4,1,5,8-9 hours,2,4,3-5 hours,5,1,5,6-7 hours,4,3,3-5 hours,3,4,4,6-7 hours,3,1,9-12 hours,5,2,3,8-9 hours,1,4,6-8 hours,2,24,Male,Yes,31-60 minutes,3,With family,Yes,"Difficulty understanding lectures, Mental stress / burnout, Poor time management",Dropped Out
1.03,5th Semester,Computing,4,2,0-5 hours,51-75%,2,5,"Yes, frequently",0-2 times,6-8 hours,76-100%,Sometimes,5,3,3,8-9 hours,3,2,3-5 hours,2,1,4,6-7 hours,1,4,9-12 hours,2,3,2,More than 9 hours,4,3,9-12 hours,4,3,4,8-9 hours,4,4,9-12 hours,4,23,Female,No,31-60 minutes,3,Hostel,Yes,"Difficulty choosing subjects, Difficulty understanding lectures, Lack of study resources",Dropped Out
1.67,2nd Semester,Computing,5 or more,3,0-5 hours,0-25%,3,2,Rarely,0-2 times,3-5 hours,26-50%,Very Often,3,3,5,8-9 hours,1,1,3-5 hours,5,2,4,8-9 hours,4,3,3-5 hours,5,5,5,4-5 hours,2,4,3-5 hours,5,1,5,8-9 hours,3,3,More than 12 hours,5,25,Female,Yes,16-30 minutes,2,Hostel,Yes,"Mental stress / burnout, Personal/family issues, Poor time management",Dropped Out
3.6,8th Semester,Computing,0,8,11-15 hours,76-100%,4,4,"Yes, frequently",9-12 times,6-8 hours,76-100%,Very Often,4,5,2,8-9 hours,5,4,6-8 hours,2,4,3,6-7 hours,4,4,3-5 hours,3,3,4,6-7 hours,3,3,0-2 hours,4,2,5,4-5 hours,2,2,0-2 hours,5,32,Male,Yes,31-60 minutes,4,Alone,Yes,Mental stress / burnout; Personal/family issues,Dropped Out
2.46,2nd Semester,Hospitality & Culinary,4,4,6-10 hours,51-75%,1,1,Rarely,0-2 times,3-5 hours,26-50%,Rarely,1,1,3,6-7 hours,3,3,6-8 hours,4,4,5,6-7 hours,2,4,0-2 hours,5,3,5,4-5 hours,4,1,3-5 hours,1,3,5,6-7 hours,1,5,6-8 hours,5,26,Female,No,16-30 minutes,1,With family,Yes,"Difficulty choosing subjects, Financial problems, Lack of proper academic guidance, Mental stress / burnout",Dropped Out
2.28,2nd Semester,Computing,2,6,0-5 hours,0-25%,1,1,Rarely,3-5 times,6-8 hours,26-50%,Sometimes,2,4,3,6-7 hours,5,4,6-8 hours,3,3,2,6-7 hours,2,4,3-5 hours,3,1,3,6-7 hours,2,2,9-12 hours,5,3,2,6-7 hours,1,3,More than 12 hours,4,22,Female,Yes,16-30 minutes,3,Alone,Yes,"Financial problems, Lack of proper academic guidance, Personal/family issues, Poor time management",Dropped Out
2.55,6th Semester,Business,3,7,6-10 hours,76-100%,1,4,"Yes, occasionally",6-8 times,3-5 hours,26-50%,Often,3,1,3,6-7 hours,5,3,6-8 hours,5,3,5,6-7 hours,5,5,6-8 hours,4,3,5,4-5 hours,3,1,9-12 hours,3,3,1,6-7 hours,1,1,3-5 hours,1,26,Female,No,31-60 minutes,2,With family,Yes,"Difficulty choosing subjects, Financial problems, Lack of proper academic guidance, Poor time management",Dropped Out
2.26,7th Semester,Business,1,1,16-20 hours,76-100%,2,2,Rarely,0-2 times,3-5 hours,26-50%,Often,3,4,4,6-7 hours,1,5,3-5 hours,4,4,1,8-9 hours,1,3,3-5 hours,5,2,5,6-7 hours,4,5,0-2 hours,2,3,4,4-5 hours,3,4,0-2 hours,2,24,Female,Yes,16-30 minutes,3,Shared apartment,Yes,"Difficulty understanding lectures, Personal/family issues, Poor time management",Dropped Out
1.18,5th Semester,Computing,1,8,16-20 hours,26-50%,2,1,"Yes, occasionally",6-8 times,3-5 hours,0-25%,Rarely,4,3,4,6-7 hours,3,2,6-8 hours,3,2,3,6-7 hours,1,3,0-2 hours,3,4,5,6-7 hours,1,4,3-5 hours,3,4,4,8-9 hours,2,2,9-12 hours,3,24,Female,No,0-15 minutes,3,With family,Yes,"Difficulty choosing subjects, Financial problems, Lack of study resources",Dropped Out
2.85,6th Semester,Engineering,1,6,6-10 hours,51-75%,3,3,"Yes, occasionally",6-8 times,3-5 hours,51-75%,Often,3,4,3,6-7 hours,3,3,3-5 hours,3,3,4,6-7 hours,3,3,3-5 hours,4,3,4,6-7 hours,3,2,0-2 hours,4,2,5,4-5 hours,2,2,0-2 hours,5,35,Male,Yes,More than 90 minutes,3,Hostel,Yes,Financial problems; Lack of proper academic guidance,Dropped Out
3.31,6th Semester,Engineering,0,5,0-5 hours,76-100%,5,5,"Yes, occasionally",More than 12 times,6-8 hours,76-100%,Often,5,4,3,6-7 hours,3,4,6-8 hours,3,4,4,8-9 hours,3,4,6-8 hours,4,5,5,6-7 hours,3,3,6-8 hours,4,5,5,6-7 hours,3,3,6-8 hours,5,22,Male,No,0-15 minutes,5,Hostel,No,Poor time management,Graduated
1.8,1st Semester,Hospitality & Culinary,1,10,11-15 hours,26-50%,3,4,"Yes, frequently",More than 12 times,9-12 hours,0-25%,Rarely,5,2,5,6-7 hours,4,4,More than 12 hours,4,1,5,8-9 hours,2,3,3-5 hours,2,4,1,More than 9 hours,3,1,More than 12 hours,4,1,3,6-7 hours,2,3,9-12 hours,1,27,Female,No,31-60 minutes,3,Shared apartment,No,Poor time management,Studying
2.1,8th Semester,Computing,0,1,More than 20 hours,0-25%,2,3,Rarely,0-2 times,0-2 hours,0-25%,Sometimes,3,4,3,8-9 hours,2,1,3-5 hours,5,1,1,8-9 hours,1,4,0-2 hours,5,5,1,8-9 hours,3,4,More than 12 hours,2,1,3,More than 9 hours,1,5,0-2 hours,3,27,Male,Yes,61-90 minutes,1,Alone,No,Difficulty understanding lectures,Graduated
3.4,7th Semester,Law,0,8,11-15 hours,76-100%,4,4,"Yes, occasionally",6-8 times,3-5 hours,76-100%,Very Often,4,4,3,6-7 hours,4,4,3-5 hours,3,3,4,6-7 hours,4,3,0-2 hours,4,3,4,4-5 hours,3,3,0-2 hours,5,2,5,4-5 hours,2,2,0-2 hours,5,28,Female,Yes,31-60 minutes,4,Alone,Yes,Mental stress / burnout; Poor time management,Dropped Out
2.35,4th Semester,Engineering,2,4,6-10 hours,26-50%,2,2,Rarely,3-5 times,0-2 hours,26-50%,Sometimes,2,3,3,6-7 hours,2,3,3-5 hours,3,2,4,6-7 hours,2,2,0-2 hours,4,2,4,4-5 hours,2,2,0-2 hours,4,1,5,4-5 hours,1,2,0-2 hours,5,22,Female,No,16-30 minutes,3,With family,Yes,Difficulty choosing subjects; Poor time management,Dropped Out
3.74,8th Semester,Engineering,1,8,11-15 hours,76-100%,5,4,"Yes, frequently",6-8 times,6-8 hours,51-75%,Often,5,4,4,6-7 hours,3,3,9-12 hours,5,5,4,6-7 hours,3,4,6-8 hours,5,3,4,6-7 hours,3,5,6-8 hours,4,2,3,8-9 hours,4,5,6-8 hours,3,24,Male,No,16-30 minutes,5,Shared apartment,No,Poor time management,Graduated
2.33,2nd Semester,Computing,3,3,16-20 hours,0-25%,2,2,"Yes, occasionally",6-8 times,0-2 hours,26-50%,Often,2,2,5,6-7 hours,1,3,More than 12 hours,5,1,5,4-5 hours,3,4,More than 12 hours,5,5,2,6-7 hours,3,5,3-5 hours,5,4,3,6-7 hours,3,4,3-5 hours,4,24,Male,Yes,61-90 minutes,3,Shared apartment,Yes,"Financial problems, Lack of proper academic guidance, Lack of study resources, Poor time management",Dropped Out
1.94,2nd Semester,Business,1,0,More than 20 hours,51-75%,4,1,"Yes, occasionally",0-2 times,9-12 hours,26-50%,Very Often,1,1,5,More than 9 hours,2,5,More than 12 hours,5,5,3,More than 9 hours,5,5,0-2 hours,5,5,3,4-5 hours,2,4,0-2 hours,4,1,4,6-7 hours,3,3,3-5 hours,4,22,Male,Yes,More than 90 minutes,2,With family,Yes,"Difficulty understanding lectures, Mental stress / burnout, Personal/family issues, Poor time management",Dropped Out
2.7,8th Semester,Law,4,0,0-5 hours,0-25%,3,4,"Yes, frequently",0-2 times,0-2 hours,0-25%,Very Often,1,2,1,More than 9 hours,3,4,0-2 hours,2,1,1,8-9 hours,2,1,3-5 hours,1,3,4,6-7 hours,1,2,More than 12 hours,3,3,4,4-5 hours,4,5,3-5 hours,4,24,Male,No,31-60 minutes,1,Shared apartment,No,Financial problems,Graduated
1.55,6th Semester,Computing,2,3,More than 20 hours,76-100%,2,3,Rarely,3-5 times,More than 12 hours,0-25%,Sometimes,4,2,3,4-5 hours,4,1,0-2 hours,4,1,4,6-7 hours,1,5,6-8 hours,3,1,5,4-5 hours,1,4,3-5 hours,4,4,1,6-7 hours,3,5,0-2 hours,5,27,Male,No,61-90 minutes,5,With family,Yes,"Lack of proper academic guidance, Lack of study resources, Poor time management",Dropped Out
2.2,5th Semester,Hospitality & Culinary,2,0,0-5 hours,76-100%,5,2,Rarely,9-12 times,0-2 hours,0-25%,Very Often,5,2,5,8-9 hours,4,4,0-2 hours,4,2,1,6-7 hours,2,1,6-8 hours,5,2,5,6-7 hours,2,1,3-5 hours,4,1,2,0-3 hours,4,2,0-2 hours,4,25,Male,Yes,61-90 minutes,3,Shared apartment,Yes,"Financial problems, Lack of proper academic guidance, Personal/family issues",Dropped Out
3.85,5th Semester,Business,5 or more,5,11-15 hours,76-100%,5,4,Rarely,6-8 times,9-12 hours,26-50%,Sometimes,2,2,2,0-3 hours,2,3,0-2 hours,1,1,2,0-3 hours,4,1,9-12 hours,2,5,5,More than 9 hours,4,1,0-2 hours,3,3,1,0-3 hours,5,3,6-8 hours,5,22,Female,Yes,31-60 minutes,4,Alone,Yes,Mental stress / burnout,Studying
2.27,4th Semester,Hospitality & Culinary,3,10,11-15 hours,76-100%,4,3,Rarely,0-2 times,9-12 hours,26-50%,Often,2,1,4,4-5 hours,5,1,6-8 hours,4,4,3,6-7 hours,4,2,6-8 hours,3,1,5,8-9 hours,2,4,9-12 hours,4,2,3,8-9 hours,4,4,0-2 hours,3,23,Female,No,16-30 minutes,1,With family,Yes,"Financial problems, Mental stress / burnout, Personal/family issues, Poor time management",Dropped Out
2.1,6th Semester,Engineering,3,1,6-10 hours,0-25%,1,1,"Yes, frequently",0-2 times,0-2 hours,0-25%,Very Often,4,1,4,8-9 hours,3,1,0-2 hours,3,2,4,8-9 hours,1,3,6-8 hours,4,3,4,8-9 hours,2,4,3-5 hours,2,2,5,6-7 hours,1,2,0-2 hours,4,26,Female,Yes,More than 90 minutes,3,Hostel,Yes,"Difficulty understanding lectures, Financial problems, Lack of proper academic guidance",Dropped Out
2.15,3rd Semester,Hospitality & Culinary,3,3,0-5 hours,26-50%,2,1,Not at all,0-2 times,0-2 hours,26-50%,Sometimes,1,2,4,6-7 hours,2,2,0-2 hours,4,2,4,6-7 hours,2,2,0-2 hours,4,1,5,4-5 hours,1,1,0-2 hours,5,1,5,4-5 hours,1,1,0-2 hours,5,28,Male,Yes,31-60 minutes,2,Shared apartment,Yes,Lack of study resources; Difficulty understanding lectures; Poor time management,Dropped Out
3.69,6th Semester,Computing,5 or more,6,More than 20 hours,26-50%,4,1,Not at all,9-12 times,0-2 hours,26-50%,Very Often,5,5,1,More than 9 hours,5,5,0-2 hours,1,5,5,More than 9 hours,3,1,0-2 hours,2,3,4,6-7 hours,1,4,0-2 hours,5,4,5,8-9 hours,4,1,3-5 hours,1,22,Male,Yes,More than 90 minutes,2,Alone,Yes,Poor time management,Graduated
2.1,8th Semester,Business,2,7,More than 20 hours,76-100%,5,1,Not at all,More than 12 times,More than 12 hours,76-100%,Rarely,3,4,3,6-7 hours,2,2,6-8 hours,1,1,5,4-5 hours,1,4,6-8 hours,2,2,5,4-5 hours,1,4,9-12 hours,1,3,4,4-5 hours,4,1,6-8 hours,3,25,Male,Yes,16-30 minutes,5,Alone,No,Mental stress / burnout,Graduated
2.98,8th Semester,Business,1,10,More than 20 hours,0-25%,3,2,"Yes, frequently",0-2 times,0-2 hours,26-50%,Rarely,4,2,2,0-3 hours,4,3,0-2 hours,2,2,5,6-7 hours,3,4,9-12 hours,4,3,3,More than 9 hours,1,3,0-2 hours,3,5,1,4-5 hours,5,1,6-8 hours,5,28,Male,Yes,0-15 minutes,4,With family,No,Lack of proper academic guidance,Graduated
3.23,6th Semester,Engineering,0,5,0-5 hours,76-100%,5,5,"Yes, occasionally",More than 12 times,6-8 hours,76-100%,Often,5,4,3,6-7 hours,3,4,6-8 hours,3,4,4,8-9 hours,3,4,6-8 hours,4,5,5,6-7 hours,3,3,6-8 hours,4,5,5,6-7 hours,3,3,6-8 hours,5,27,Male,No,0-15 minutes,5,Hostel,No,Poor time management,Graduated
2.25,7th Semester,Business,5 or more,1,16-20 hours,26-50%,2,3,Not at all,0-2 times,More than 12 hours,26-50%,Sometimes,3,2,3,4-5 hours,2,3,0-2 hours,3,3,5,8-9 hours,5,4,6-8 hours,5,3,2,8-9 hours,3,2,9-12 hours,5,3,1,8-9 hours,2,3,0-2 hours,5,22,Male,No,61-90 minutes,2,Hostel,Yes,"Difficulty choosing subjects, Difficulty understanding lectures, Mental stress / burnout",Dropped Out
0.68,6th Semester,Business,0,1,0-5 hours,0-25%,2,1,"Yes, frequently",3-5 times,9-12 hours,51-75%,Very Often,3,2,2,4-5 hours,1,3,6-8 hours,3,1,1,4-5 hours,5,5,0-2 hours,5,2,2,8-9 hours,3,4,More than 12 hours,3,2,4,6-7 hours,1,2,9-12 hours,5,22,Female,Yes,16-30 minutes,4,With family,Yes,"Lack of proper academic guidance, Poor time management",Dropped Out
3.2,6th Semester,Engineering,0,5,0-5 hours,76-100%,5,5,"Yes, occasionally",More than 12 times,6-8 hours,76-100%,Often,5,4,3,6-7 hours,3,4,6-8 hours,3,4,4,8-9 hours,3,4,6-8 hours,4,5,5,6-7 hours,3,3,6-8 hours,4,5,5,6-7 hours,3,3,6-8 hours,5,23,Male,No,0-15 minutes,5,Hostel,No,Poor time management,Graduated
2.85,6th Semester,Architecture,4,6,11-15 hours,0-25%,3,1,Not at all,More than 12 times,3-5 hours,0-25%,Sometimes,1,3,1,4-5 hours,5,5,9-12 hours,5,1,1,4-5 hours,2,4,0-2 hours,4,1,5,6-7 hours,1,2,6-8 hours,4,4,4,4-5 hours,3,3,9-12 hours,5,23,Male,Yes,16-30 minutes,5,Alone,No,Lack of proper academic guidance,Studying
2.08,8th Semester,Architecture,0,5,16-20 hours,26-50%,4,3,"Yes, occasionally",6-8 times,0-2 hours,26-50%,Sometimes,1,2,2,8-9 hours,5,1,9-12 hours,5,5,3,0-3 hours,4,2,More than 12 hours,4,5,2,6-7 hours,2,2,More than 12 hours,1,1,1,6-7 hours,3,5,6-8 hours,3,26,Male,No,0-15 minutes,2,Shared apartment,No,Financial problems,Graduated
3.05,6th Semester,Engineering,1,6,6-10 hours,51-75%,3,3,Rarely,3-5 times,3-5 hours,51-75%,Often,3,4,4,6-7 hours,3,3,3-5 hours,4,3,4,6-7 hours,3,3,0-2 hours,4,3,5,4-5 hours,2,2,0-2 hours,5,2,5,4-5 hours,2,2,0-2 hours,5,31,Male,Yes,More than 90 minutes,3,Hostel,Yes,Financial problems; Mental stress / burnout; Personal/family issues,Dropped Out
2.15,6th Semester,Computing,1,3,16-20 hours,0-25%,5,4,"Yes, frequently",6-8 times,More than 12 hours,51-75%,Very Often,2,2,1,0-3 hours,5,1,More than 12 hours,1,1,3,8-9 hours,5,4,6-8 hours,2,3,5,More than 9 hours,2,2,More than 12 hours,4,5,3,More than 9 hours,1,2,6-8 hours,1,27,Male,No,0-15 minutes,1,Hostel,No,Financial problems,Graduated
3,6th Semester,Business,0,3,0-5 hours,76-100%,2,5,Not at all,9-12 times,More than 12 hours,51-75%,Sometimes,5,1,4,More than 9 hours,5,1,9-12 hours,2,4,3,More than 9 hours,4,4,3-5 hours,2,5,4,More than 9 hours,4,3,6-8 hours,4,1,2,4-5 hours,5,1,0-2 hours,2,22,Male,Yes,31-60 minutes,3,Hostel,No,Mental stress / burnout,Graduated
2.5,8th Semester,Architecture,2,8,More than 20 hours,76-100%,4,5,"Yes, occasionally",9-12 times,6-8 hours,26-50%,Very Often,4,2,3,8-9 hours,5,4,More than 12 hours,4,3,3,4-5 hours,4,2,9-12 hours,2,1,2,0-3 hours,2,3,3-5 hours,5,4,1,4-5 hours,3,1,6-8 hours,1,27,Male,Yes,16-30 minutes,2,Shared apartment,No,Mental stress / burnout,Graduated
2.69,6th Semester,Computing,1,4,6-10 hours,0-25%,3,1,Not at all,3-5 times,9-12 hours,51-75%,Sometimes,2,1,5,4-5 hours,1,5,6-8 hours,5,2,3,6-7 hours,4,5,More than 12 hours,4,4,5,6-7 hours,3,3,6-8 hours,4,1,3,6-7 hours,1,3,3-5 hours,4,22,Male,No,61-90 minutes,5,Hostel,Yes,"Difficulty choosing subjects, Lack of study resources, Personal/family issues, Poor time management",Dropped Out
2.59,8th Semester,Engineering,3,1,16-20 hours,26-50%,3,2,Rarely,3-5 times,0-2 hours,26-50%,Very Often,5,2,1,6-7 hours,3,2,More than 12 hours,1,1,5,0-3 hours,1,5,9-12 hours,4,2,3,4-5 hours,4,4,9-12 hours,4,3,2,More than 9 hours,4,3,6-8 hours,1,25,Male,Yes,0-15 minutes,5,With family,No,Mental stress / burnout,Graduated
